Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,201500,,,,201000,201000,205000,208000,213000,206000,201800,198800,166300,172500,169600,163200,163200,181600,181600,167000,168000,161000,161000,161000,142936,149647,148350,147350,148950,146950,146950,145350,146000,,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,31700,,,,43000,43000,43000,44000,44000,34000,56500,56500,50500,41200,40900,52900,50400,50400,50400,48000,48000,35000,35000,35000,34212,34212,42300,42300,42300,43050,43050,43050,43000,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,6600,,,,4000,4000,4000,2000,2000,2000,3100,3100,3100,3100,3100,3100,3100,3100,3100,2000,3000,3000,3000,3000,2600,2600,1100,1100,1100,3400,3400,3400,3000,,
High income,,,,,,,,,,,,,,,,,,,,,,,,,,7255500,,,,7693000,7602000,7514000,7228000,7168000,7017000,7274800,7116240,7029000,7024430,6897130,6557000,6437400,6412300,6282500,6091322,6365872,6031632,6053982,6036442,5895351,5923826,5787466,5786270,5710840,5549590,5508420,5532130,5392000,,
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,16600,,,,19000,18000,17000,17000,17000,17000,24300,24300,24300,14300,14300,14300,14300,14300,18000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,18700,18700,22700,23000,,
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,793330,,,,1008000,1020000,853000,821000,859000,799000,1569850,1599650,1599300,1575950,1754750,1816000,1251200,1376550,1317400,1183800,1213800,,1237000,1283000,1453713,1486138,1628750,1644050,1631670,1634820,1638270,1526100,1506000,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103000,80000,70000,150000,104700,98000,96180,101000,101000,68300,61000,30800,30000,31000,21000,21000,22000,21600,21600,21600,19550,19550,19550,18550,18550,18000,,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,6900,,,,9000,8000,8000,8000,8000,,7000,7000,5500,5300,5300,5300,8300,5300,5300,,,5400,,,,0,50,50,120,120,120,200,0,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,106000,,,,109000,94000,87000,78000,65000,60000,73000,78100,74100,70800,65000,57800,47800,47400,47400,46000,44000,44000,37000,37000,41626,34587,38500,38500,38500,38500,38500,39800,40000,,
IBRD only,,,,,,,,,,,,,,,,,,,,,,,,,,12112100,,,,13076000,12448000,11431000,13734000,13030000,12844000,17839900,17895420,17566590,17634080,17210430,17256100,16783500,16625200,16592000,15794510,16879310,16625070,15867420,16079250,16347934,16331909,16382633,16557144,15777903,16067760,16196530,16286360,16407000,,
IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,,14421530,,,,15756000,15265000,14149000,16433000,15768000,15403000,22169100,22337620,22045220,22109780,21885580,21968500,20889300,20954150,20905100,19955560,21096110,19858220,20081420,20340250,20807338,20988738,21008063,21198474,20382153,20649760,20827630,20837140,20860000,,
IDA total,,,,,,,,,,,,,,,,,,,,,,,,,,2309430,,,,2680000,2817000,2718000,2699000,2738000,2559000,4329200,4442200,4478630,4475700,4675150,4712400,4105800,4328950,4313100,4161050,4216800,,4214000,4261000,4459404,4656829,4625430,4641330,4604250,4582000,4631100,4550780,4453000,,
IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,,694100,,,,777000,783000,798000,830000,828000,805000,1169350,1158450,1192480,1208500,1218450,1250000,1310900,1307600,1299500,1302000,1322000,1255000,1319000,1319000,1319085,1344185,1325080,1325780,1326080,1304080,1352080,1353780,1371000,,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,278100,,,,285000,283000,278000,283000,271000,280000,460500,485200,484000,499000,499000,492000,492000,492000,497000,582000,582000,582000,582000,582000,582000,582000,676500,676500,676500,676500,675500,675500,676000,,
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,1615330,,,,1903000,2034000,1920000,1869000,1910000,1754000,3159850,3283750,3286150,3267200,3456700,3462400,2794900,3021350,3013600,2859050,2894800,,2895000,2942000,3140319,3312644,3300350,3315550,3278170,3277920,3279020,3197000,3082000,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,1260000,,,,1260000,1260000,1270000,1270000,1270000,1270000,2149500,2223000,2233000,2265000,2263000,2372000,2352700,2387700,2414700,2617000,3047000,2589000,2576000,2582000,2625586,2625586,2647150,2728700,2749700,2749700,2798800,2981050,3031000,,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,13700,,,,13000,13000,13000,13000,13000,17000,12900,12700,12700,11500,11500,11500,10500,10500,10400,10000,10000,10000,10000,10000,10460,10460,8900,9350,9350,9100,9100,9100,9000,,
"Iran, Islamic Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,610000,,,,604000,440000,465000,528000,528000,528000,763000,863000,868000,820000,785600,753000,553000,560000,580000,460000,585000,585000,563000,563000,563000,563000,563000,563000,563000,563000,563000,563000,563000,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,,,,1000000,1390000,475000,407000,407000,425000,407300,432500,442900,479000,479000,479000,467000,432000,432000,179000,227000,495000,362000,577000,659395,802400,802400,802400,177600,209000,209000,209000,209000,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,120,120,100,100,100,100,100,,,130,130,130,130,130,180,180,200,200,250,250,0,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,142000,,,,191000,190000,190000,181000,181000,185000,178100,181100,181050,181050,179550,180500,171500,169500,175000,176000,176000,185000,185000,185000,184550,184550,184550,184500,184500,184500,184500,184500,178000,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,385100,,,,506000,493000,473000,471000,450000,436000,585000,580900,580900,554100,521200,503100,482600,471100,454300,445000,445000,440000,436000,436000,326939,359378,367550,359500,359500,356850,356850,356850,347000,,
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,3000,3000,3000,3000,3000,3000,3500,3500,3470,3470,3020,3000,3000,3000,3000,2000,3000,3000,3000,3000,2830,2830,2830,2830,2830,3450,3450,3950,4000,,
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,70300,,,,190000,100000,100000,100000,100000,100000,128600,128700,134050,134050,134000,148900,110200,110200,110500,110000,111000,111000,111000,111000,110500,110500,110500,115500,115500,115500,115500,115500,116000,,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,243000,,,,247000,250000,250000,242000,242000,233000,251500,247500,247600,254600,254600,248700,252100,252100,252100,251000,272000,252000,242000,242000,260382,260382,260086,259800,259800,259800,259800,260890,261000,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,18000,74500,74500,69600,89600,100300,98500,98500,94500,100300,99000,101000,81000,81000,81000,80500,80500,70500,70500,70500,70500,70500,70500,71000,,
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,13700,,,,20000,20000,20000,24000,24000,22000,29200,29200,29200,29200,29200,27200,29400,29400,29100,29000,29000,,29000,29000,29120,29120,29100,29100,29100,29100,29100,29100,29000,,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,12000,13000,7000,12000,14200,14200,12200,14000,14000,15900,15900,17000,18000,21000,21000,21000,20400,20400,20400,20400,20400,20400,20400,20400,21000,,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,35000,,,,99000,112000,112000,135000,102000,70000,308500,307700,360500,359000,359000,360000,207000,192000,192000,192000,191000,191000,191000,191000,191300,191300,191300,191300,191300,191300,191300,191300,191000,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,598000,,,,647000,650000,750000,750000,750000,750000,641000,668000,676500,676500,676500,687500,687500,690500,690500,696000,693000,692000,692000,692000,659500,659500,659500,659500,659500,632500,634500,634000,634000,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,12000,,,,20000,7000,10000,12000,12000,15000,21600,20800,20300,20300,20300,20300,20500,22100,22100,21000,23000,23000,23000,23000,22600,22600,22600,22600,22600,22600,22600,22600,25000,,
Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,1208800,,,,1455000,1454000,1434000,1313000,1313000,1247000,1936400,1966100,1953830,1929080,1905550,1930600,1945900,1954700,1981500,1922270,1919270,2165800,2267400,2252400,2297863,2297863,2300707,2321724,2334903,2468910,2494510,2507090,2580000,,
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,53700,,,,56000,55000,53000,37000,37000,45000,137000,137000,129000,129100,129100,129100,129100,129100,129100,129000,129000,129000,129000,129000,129100,129100,129100,129100,129100,129100,129100,129100,129000,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,17400,,,,18000,36000,36000,37000,37000,50000,62800,67400,73600,68100,80900,76600,84800,84800,85100,85000,85000,76000,76000,76000,79100,79100,80000,80000,80000,80000,80000,80000,80000,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,6800,,,,7000,8000,5000,2000,,,21000,22000,22000,14000,5300,15000,15000,15000,15000,,15000,2000,2000,2000,2040,2040,2050,2050,2050,2050,2050,2050,2000,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,73000,,,,86000,86000,86000,85000,85000,80000,80500,65500,65500,65500,65500,76500,76500,76500,76500,76000,76000,76000,76000,76000,76000,,,7000,7000,0,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,1357400,,,,1593000,1587000,1563000,1443000,1443000,1387000,2114500,2136220,2127990,2102720,2077880,2095000,2111400,2113000,2136700,2066830,2076830,2285440,2413940,2399300,2444776,2444776,2447597,2470964,2484593,2621950,2657600,2682630,2756000,,
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,1161130,,,,1491000,1667000,1597000,1518000,1559000,1483000,2658650,2751750,2891850,2881400,3076400,3087500,2449800,2642850,2651400,2473050,2502800,,2504000,2553000,2750301,2941176,3155380,3170580,3133200,3004450,3008550,2892530,2843000,,
Low income,,,,,,,,,,,,,,,,,,,,,,,,,,1886730,,,,2246000,2537000,2375000,2288000,2226000,2097000,3127150,3162950,3182000,3148000,3324800,3391600,2833100,2975250,2934200,2833800,2859800,,2848000,2896000,3177926,3368801,3220550,3235750,3198370,3172120,3173220,3317050,3200000,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,21600,,,,22000,22000,110000,110000,110000,110000,235500,225200,227200,225200,218300,203600,209600,246500,240900,239000,200000,213000,213000,213000,223100,223100,223100,223100,223100,223100,265200,305200,317000,,
Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,4679200,,,,5244000,5040000,5139000,5417000,5356000,5101000,7471150,7568450,7619130,7662300,7651250,7692000,7781000,7860300,7931400,7529250,8546000,7876000,8118000,8123000,8185089,8188639,8422880,8505130,8377080,8458480,8606580,8690680,8754000,,
Low & middle income,,,,,,,,,,,,,,,,,,,,,,,,,,14953730,,,,16605000,16316000,15212000,17305000,16573000,16178000,22907400,23080400,22834220,22902230,22687010,22796100,21774300,21894650,21878900,20989820,22173570,20998050,21199900,21456900,22028745,22210145,22232613,22368104,21495783,21760040,21928860,22010220,22022000,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,,
Late-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,7537800,,,,8362000,7793000,7619000,9382000,8801000,8535000,11511800,11152720,10812980,10860110,10592070,10592700,10435600,10281000,10247400,9814930,10288480,10121240,9431590,9421730,9598337,9562730,9531808,9609744,9527790,9576830,9699100,9681800,9684000,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,10000,10000,8900,9900,10050,15030,16030,16600,17200,27300,27300,28000,29000,24000,24000,24000,25240,25240,23350,23350,21950,27400,28330,29650,34000,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,1000,1000,1000,1000,1000,1000,1400,1400,1360,1360,1400,1400,1500,1500,1500,1512,1512,1512,1512,1612,1512,1512,1510,1510,1510,1510,1500,1500,2000,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,5000,6000,11300,12300,8100,8680,9450,8500,10000,8700,8100,5000,5000,17000,17000,5000,5745,4600,5350,5310,5310,5310,5310,5310,6000,,
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,149000,,,,195000,195000,195000,195000,195000,195000,237500,236000,238300,238300,238300,240500,246500,246300,246300,250000,251000,246000,246000,246000,245800,245800,245800,245800,245800,245800,245800,245800,246000,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,13000,11000,15300,15300,14430,14450,14050,12900,11600,10600,10300,9000,10000,8000,9000,8000,7733,7733,7750,7750,7750,7750,7550,7550,7000,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,21100,,,,21000,21000,21000,21000,21000,21000,28500,28500,28500,28500,28500,28500,21600,21600,21600,21000,22000,,22000,22000,21600,21600,21600,21600,21600,21600,21600,21600,22000,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,5000,5000,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,3337700,,,,3554000,3843000,2997000,2889000,2889000,2845000,3653300,3869500,3933800,3904350,3912500,3946200,3782400,3753100,3786700,3426000,3670000,4011000,3866000,4082000,4178676,4198687,3974580,3986540,3320240,3329240,3326240,3366090,3315000,,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,129100,,,,154000,175000,175000,175000,175000,175000,189000,190000,190000,190000,193770,207800,203800,203800,203800,203000,204000,280000,286000,305000,331750,331750,329750,329750,325450,336050,336050,336050,336000,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,13067000,,,,14359000,13779000,12837000,15017000,14347000,14081000,19780250,19917450,19652220,19754230,19362210,19404500,18941200,18919400,18944700,18156020,19313770,18887900,18351900,18560900,18850819,18841344,19012063,19132354,18297413,18587920,18755640,18693170,18822000,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,10000,10000,17900,17900,22900,27500,23500,23500,26000,19900,20400,17000,19000,19000,19000,19000,8000,8000,8000,8000,8000,8000,15600,15600,16000,,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,4900,,,,8000,13000,13000,12000,12000,12000,15200,15200,15150,15150,15200,15200,15200,15200,12200,11000,12000,12000,12000,12000,12150,12150,12150,7800,11800,13800,15800,17800,18000,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,2000,2000,2000,2000,2000,2000,1900,2000,1950,1900,1900,2100,2100,2100,2100,2000,2000,2000,2000,2000,2121,2127,2120,2130,2130,2130,2130,2130,2000,,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,186000,,,,200000,230000,286000,286000,322000,322000,371300,406300,429050,434850,429050,429100,444300,544300,595000,482250,483000,513000,513000,513000,513250,513250,513250,513250,513250,513250,513250,513250,513000,,
Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,3039400,,,,3175000,3381000,2490000,2417000,2417000,2366000,3124200,3341600,3406450,3377050,3386400,3378900,3223800,3223500,3242100,2885000,3123000,3432000,3289000,3505000,3591145,3611150,3387050,3399050,2718250,2727250,2724250,2754400,2707000,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,15000,15000,13227,13084,12180,12180,12180,12180,12050,12050,12000,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,33000,,,,33000,32000,31000,21000,18000,18000,31100,33500,14900,17000,16300,16300,16300,16300,15800,15000,16000,16000,16000,17000,17200,17200,17200,17200,17500,17500,17500,17500,18000,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,15800,,,,65000,65000,65000,50000,50000,11000,12000,11000,6100,6100,6100,6100,11000,11000,8200,11000,11000,11000,11000,11000,11200,11200,11200,11200,11200,11200,11200,11200,11000,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,8500,,,,16000,17000,17000,16000,16000,11000,20700,20700,20650,20650,20650,20700,20600,20700,20700,20000,21000,21000,21000,21000,20870,20870,20850,20850,20850,20850,20850,20850,21000,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,1000,1000,1000,1000,1000,1000,1800,1800,1800,1800,1800,1800,1600,2000,2000,,2000,,2000,2000,2000,2000,2500,2500,2500,2500,2550,2550,3000,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,5300,,,,7000,7000,8000,10000,10000,10000,9500,10800,6000,6000,6000,6000,6800,6800,6800,6000,7000,7000,7000,7000,5300,5300,6800,6800,6800,6800,6800,14900,15000,,
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,110000,,,,115000,130000,128000,128000,115000,115000,140300,140300,131600,130100,125100,116100,120600,120100,124100,130000,135000,134000,134000,134000,133600,133600,133600,133600,133600,133600,133600,133600,136000,,
North America,,,,,,,,,,,,,,,,,,,,,,,,,,2234600,,,,2328000,2267000,2206000,2002000,1896000,1795000,1711300,1651900,1606000,1663950,1644950,1523300,1486800,1528600,1541600,1544000,1617000,1562000,1619000,1604000,1629718,1635117,1585800,1558200,1498850,1451450,1414800,1415900,1431000,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,8000,8000,8000,8100,8200,5900,9100,9100,9100,15000,15000,15000,15000,15000,15000,15000,15000,15200,15200,15200,15200,15200,15200,15200,15900,16000,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,4000,5000,5000,5000,5000,5000,10700,10700,10700,10700,10700,10700,10700,10700,10700,10000,10000,10000,10000,10000,10700,10700,10700,10700,10700,10700,10700,10700,10000,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,94000,,,,107000,94000,94000,76000,76000,80000,89100,89100,107000,107000,124000,106500,160500,160500,160500,160000,161000,162000,162000,162000,162000,162000,162000,162000,162000,162000,200000,200000,215000,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,62900,,,,65000,28000,20000,15000,15000,14000,12000,17000,17000,17000,16000,16000,16000,14000,14000,14000,14000,14000,14000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,,
